,target,clean_text
4191,ham,ltgt w jetton ave forgot 
4192,ham,ok im come home 
4193,ham,use foreign stamp countri 
4194,spam,doubl min txt 4 6month free bluetooth orang avail soni nokia motorola phone call mobileupd8 08000839402 call2optoutn9dx 
4195,ham,sorri lot friendofafriend stuff im talk actual guy want buy 
4196,spam,free 1st week no1 nokia tone 4 ur mob everi week txt nokia 8007 get txting tell ur mate wwwgetzedcouk pobox 36504 w45wq norm150pton 16 
4197,spam,want funk ur fone weekli new tone repli tones2u 2 text wwwringtonescouk origin n best tone 3gbp network oper rate appli 
4198,spam,cmon babe make horni turn txt fantasi babe im hot sticki need repli cost �150 2 cancel send stop 
4199,ham,come tomorrow di 
4200,ham,wyli updat weed dealer carlo went freedom class lunsford 
4201,ham,happi babi alright take job hope fine send kiss make smile across sea kiss kiss 
4202,ham,c movi juz last minut decis mah juz watch 2 lar tot � interest 
4203,ham,enjoy semest take care brother 
4204,spam,import inform 4 orang user 0796xxxxxx today ur lucki day2 find log onto httpwwwurawinnercom there fantast prizeawait 
4205,ham,get door im 
4206,ham,let use next week princess 
4207,ham,go home first lar � wait 4 lor put stuff first 
4208,ham,want kfc tuesday buy 2 meal 2 gravi 2 mark 2 
4209,ham,dahe stupid daalway send like thisdon believ messagepandi mental 
4210,ham,oi gonna ring 
4211,spam,miss call alert number call left messag 07008009200 
4212,ham,attend noth 
4213,ham,ard 530 like dat lor juz meet mrt station � dun haf come 
4214,ham,dear sleep p 
4215,ham,er mw im fill tuth aight 
4216,ham,offic around 4 pm go hospit 
4217,ham,actual im wait 2 week start put ad 
4218,ham,anyth lor go go lor 
4219,ham,u free sat rite u wan 2 watch infern affair wif n darren n mayb xy 
4220,ham,plz note anyon call mobil co amp ask u type ltgt ltgt disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verifi cnn ibn 
4221,ham,yo around friend mine lookin pick later tonight 
4222,ham,stupid auto correct phone 
4223,ham,doubl evict week spiral michael good riddanc 
4224,ham,world suffer lot violenc bad peopl silenc good peopl 
4225,ham,ok that cool either raglan rd edward rd behind cricket ground gimm ring ur closebi see tuesday 
4226,ham,buy one egg dapleas 
4227,ham,start skye 
4228,ham,bookedth hut also time way 
4229,ham,sever sir 
4230,ham,u realli pig leh sleep much dad wake 10 smth 2 eat lunch today 
4231,ham,im home pleas call 
4232,ham,love hope anyth drastic dont dare sell pc phone 
4233,ham,reach home tire come tomorro 
4234,spam,freemsg record indic may entitl 3750 pound accid claim free repli ye msg opt text stop 
4235,spam,u win �100 music gift voucher everi week start txt word draw 87066 tsc wwwidewcom skillgam 1winaweek age16 150ppermesssubscript 
4236,ham,life style garment account pleas 
4237,ham,lol wtf random btw lunch break 
4238,ham,sez how u de arab boy hope u r good give love 2 evry1 love ya eshxxxxxxxxxxx 
4239,ham,lay man let know miss thought great day send bimbo ugo number ill appreci safe 
4240,ham,detroit home snow enjoy 
4241,spam,show ur colour euro 2004 241 offer get england flag 3lion tone ur phone click follow servic messag info 
4242,ham,oki 
4243,ham,aight im chillin friend room text your way 
4244,ham,toshiba porteg m100 gd 
4245,ham,well welp sort semiobscur internet thing 
4246,spam,text pass 69669 collect polyphon rington normal gpr charg appli enjoy tone 
4247,spam,accordingli repeat text word ok mobil phone send 
4248,ham,loosu go hospit de dont let careless 
4249,ham,much eighth 
4250,ham,omg joanna freak she look thru friend find photo she ask stuff myspac havent even log like year 
4251,ham,send ur birthdat month year tel u ur life partner name method calcul repli must 
4252,ham,juz havent woke bit blur blur dad went liao cant cum oso 
4253,ham,cloth jewelri trip 
4254,spam,block breaker come delux format new featur great graphic tmobil buy �5 repli get bbdelux take challeng 
4255,ham,aah cuddl would lush id need lot tea soup kind fumbl 
4256,spam,import inform 4 orang user today lucki day2find log onto httpwwwurawinnercom there fantast surpris await 
4257,ham,late 
4258,ham,sad stori man last week bday wife didnt wish parent forgot n kid went work even colleagu wish 
4259,ham,plan famili set stone 
4260,ham,pl dont forget studi 
4261,ham,youll never believ actual got taunton wow 
4262,ham,den weekday got special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat 
4263,ham,broke list reason nobodi town cant tell she sarcast faggi 
4264,ham,ltdecimalgt common car better buy china asia find less expens ill holla 
4265,ham,greatest test courag earth bear defeat without lose heartgn tc 
4266,ham,sorri im stil fuck last nite went tobe 430 got 4 work 630 
4267,ham,hey what plan sat 
4268,ham,beauti sleep help ur pimpl 
4269,ham,great hope use connect mode men also co never know old friend lead today 
4270,spam,natalja 25f invit friend repli yes440 no440 see wwwsmsacunat27081980 stop send stop frnd 62468 
4271,ham,get 
4272,ham,kind miss train co asthma attack nxt one half hr drive sure park 
4273,ham,ball move lotwil spin last difficult bat 
4274,ham,haiyoh mayb hamster jealou million 
4275,ham,pleas send aunti number 
4276,ham,im glad follow dream 
4277,ham,ive reach home final 
4278,spam,urgent import inform 02 user today lucki day 2 find log onto httpwwwurawinnercom fantast surpris await 
4279,spam,winner valu network custom select receivea �900 prize reward claim call 09061701461 claim code kl341 valid 12 hour 
4280,ham,wn u r hurt prsn close 2 u fight wit dem coz somtim di fight save relat bt quiet leav nothin relat gud eveb 
4281,ham,u call 
4282,ham,scienc tell chocol melt sunlight pleas dont walk sunlight bcozi dont want loss sweet friend 
4283,ham,ye come nyc audiit tri reloc 
4284,ham,pock 
4285,ham,congrat that great want tell tell score co might make relax motiv thank share 
4286,ham,wud never mind u dont miss u dont need u wil realli hurt wen u need amp u dont tell take care 
4287,ham,hey mr what name bill brison book one languag word 
4288,ham,okay good problem thanx 
4289,ham,inform ikea spell cap yell thought left sit bed among mess came said go got home class pleas dont tri bullshit make want listen less 
4290,ham,call ure done 
4291,ham,gwr 
4292,ham,best watch say caus get drunk motherfuck 
4293,spam,kit strip bill 150p netcollex ltd po box 1013 ig11 oja 
4294,spam,hmv bonu special 500 pound genuin hmv voucher answer 4 easi question play send hmv 86688 infowww100percentrealcom 
4295,spam,pleas call 08712402578 immedi urgent messag wait 
4296,spam,thesmszonecom let send free anonym mask messagesim send messag theredo see potenti abus 
4297,spam,well done 4 costa del sol holiday �5000 await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost�150pm max10min 
4298,ham,hurt teas make cri end life die plz keep one rose grave say stupid miss u nice day bslvyl 
4299,ham,erm woodland avenu somewher get parish magazin telephon number 
4300,ham,ta job avail let know pleas co realli need start work 
4301,ham,aiyar hard 2 type u later free tell call n scold n tell u 
4302,ham,yup im free 
4303,ham,good good billi mate gone jog enjoy concert 
4304,ham,yo come carlo soon 
4305,ham,awww dat sweet think someth nice time tonight ill probabl txt u later co im lone xxx 
4306,ham,guess useless call u 4 someth import 
4307,ham,ha ha pop loo hello hello 
4308,ham,dint tell anyth angri told abi 
4309,spam,someon u know ask date servic 2 contact cant guess call 09058091854 reveal po box385 m6 6wu 
4310,ham,happen r 2waxsto wat want come ill get medic insur shell abl deliv basic care im current shop right medic insur give til friday morn that ill see major person guid right insur 
4311,ham,keep ten rs shelf buy two egg 
4312,ham,wasnt well babe swollen gland throat end 
4313,ham,ur chang 2 da report big co ive alreadi made chang 2 da previou report 
4314,ham,captain room 
4315,ham,cant speak bcaz mobil problem listen cannt listen voic call later 
4316,ham,hiya stu wot u 2im much trubl home moment evon hate even u wot hell av done wont u tell text bck pleas luv dan 
4317,ham,si take mokka player 
4318,ham,still play gautham 
4319,ham,hey mr go sea view coupl gay mean game give bell ya finish 
4320,ham,k jason say he gonna around ill around ltgt 
4321,ham,sorri abl get see morn 
4322,ham,aight well keep inform 
4323,ham,number sir 
4324,ham,search good dual sim mobil pa 
4325,ham,seem unnecessarili hostil 
4326,ham,dude got haircut breezi 
4327,spam,congrat 2 mobil 3g videophon r call 09061744553 videochat wid ur mate play java game dload polyh music nolin rentl bx420 ip4 5we 150pm 
4328,ham,1appledayno doctor 1tulsi leafdayno cancer 1lemondayno fat 1cup milkdayno bone problm 3 litr watrdayno diseas snd th 2 u care 
4329,ham,thought king hill thing 
4330,ham,nope ill come onlin 
4331,ham,also tell said happi birthday 
4332,ham,bishan lei tot � say lavend 
4333,ham,boo time u get u suppos take shop today 
4334,ham,u sound like manki scous boy stevelik travel da bu homewot u inmind 4 recreat di eve 
4335,ham,fyi im take quick shower epsilon like ltgt min 
4336,ham,tuesday night r u 4 real 
4337,ham,ye appt 
4338,ham,got outta class gonna go gym 
4339,ham,want sent ltgt mesag today that sorri hurt 
4340,ham,�� write wat 
4341,ham,ha wouldnt say didnt read anyth way u seem dont like 2 judgementali save friday pub 
4342,ham,valentin game send di msg ur friend 5 answer r someon realli love u que colour suit best 
4343,ham,hidid ask waheeda fathima leav 
4344,ham,enjoy urself tmr 
4345,ham,still around could use half8th 
4346,spam,u 447801259231 secret admir look 2 make contact ufind rreveal think ur specialcal 09058094597 
4347,ham,give us back id proof ltgt rs wont allow work come home within day 
4348,ham,�� bot note oredi co juz rem got 
4349,ham,ye rent expens way save 
4350,ham,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng 
4351,ham,how pain deari r u smile 
4352,ham,fun fact although would think armand would eventu build toler shit consid much smoke get fuck like 2 hit 
4353,spam,import inform 4 orang user 0789xxxxxxx today lucki day2find log onto httpwwwurawinnercom there fantast surpris await 
4354,ham,sorri cant help 
4355,ham,great send account number 
4356,ham,hellogorg how u fone charg lst nitw wen u texd hopeu ad nice wkend im sure u lookin 4ward 2 cin u 2mrw luv jaz 
4357,spam,date servic ask 2 contact u someon shi call 09058091870 reveal pobox84 m26 3uz 150p 
4358,ham,�� send content page 
4359,ham,night sweet sleep well ive see exorc emili rose may never sleep hug snog 
4360,ham,dont think u got think use got good ni8 
4361,ham,cant right second gotta hit peopl first 
4362,ham,evri emot dsnt hav wordsevri wish dsnt hav prayr u smile world wit uothrwis even drop tear dsnt lik 2 stay wit uso b happi good morn keep smile 
4363,ham,rememb 
4364,ham,ujhhhhhhh comput ship address sandiago parantella lane wtf poop 
4365,ham,mm ye dear look hug p 
4366,ham,like di sweater fr mango size alreadi irrit 
4367,ham,1 dont number 2 gonna massiv pain ass id rather get involv that possibl 
4368,ham,anytim lor 
4369,spam,want new video handset 750 time network min unlimit text camcord repli call 08000930705 del sat 
4370,ham,puriti friendship two smile read forward messageit smile see name gud evng 
4371,spam,ur balanc �600 next question complet landmark big bob b barri c ben text b c 83738 good luck 
4372,ham,fineabsolutli fine 
4373,ham,k your sure dont consent form v 
4374,spam,ur tonex subscript renew charg �450 choos 10 poli month wwwclubzedcouk bill msg 
4375,spam,dont prize go anoth custom tc wwwtcbiz 18 150pmin polo ltd suit 373 london w1j 6hl pleas call back busi 
4376,ham,much torch 9ja 
4377,ham,noth u dinner w us 
4378,ham,check 
4379,ham,done internet connect v slow can���t send tri later first thing tomo 
4380,ham,mathew tait edward anderson 
4381,ham,yeah sure thing mate haunt got stuff sort im go sound anyway promot hex way dont know number joke 
4382,ham,need lar go engin co si art today 
4383,ham,thank honey still havent heard anyth leav bit longer 2 crowd tri later great advic thank hope cardiff still 
4384,spam,want new nokia 3510i colour phone deliv tomorrow 200 free minut mobil 100 free text free camcord repli call 8000930705 
4385,ham,im snowboard trip wonder plan get everyon togeth befor goa meet greet kind affair cheer 
4386,ham,sim watch live 
4387,ham,see christmassi 
4388,ham,k im readi ltgt 
4389,ham,know god creat gap finger one made come amp fill gap hold hand love 
4390,ham,greatest test courag earth bear defeat without lose heartgn tc 
4391,ham,new year plan 
4392,spam,recpt 13 order rington order process 
4393,ham,baaaaaaaab wake miss crave need 
4394,ham,got messag ignor ye shop 
4395,ham,dear mood cant drive brother drive 
4396,ham,dad get back 
4397,ham,tell shola pleas go colleg medicin visit academ depart tell academ secretari current situat ask transfer ask someon check sagamu thing lautech vital complet medic educ nigeria less expens much less expens unless get citizen rate new zealand 
4398,ham,ye finish watch day live love 
4399,ham,juz go googl n search 4 qet 
4400,ham,mani time lose best one bcoz 
4401,ham,good friend care close friend understand true friend stay forev beyond word beyond time gud ni8 
4402,ham,get back home 
4403,ham,sorri ill call later ltgt min 
4404,ham,dun need use dial juz open da browser n surf 
4405,spam,one regist subscrib u enter draw 4 100 gb gift voucher repli enter unsubscrib text stop 
4406,ham,awesom plan get time like ltgt ill text detail wee bit 
4407,ham,take care sleep wellyou need learn chang lifey need get convinc thati wait convers usget convinc timeyour famili mani sensesrespect overemphasiseor u role life 
4408,spam,chanc win free bluetooth headset simpli repli back adp 
4409,ham,also didnt get na hi hi hi hi hi 
4410,ham,ya cant display intern sub gotta extract 
4411,ham,said anyth wrong sorri de 
4412,ham,sad stori man last week bday wife didnt wish parent forgot n kid went work even colleagu wish 
4413,ham,stupid say challeng godyou dont think write instead respond im 
4414,ham,yeah abl ill text im readi meet 
4415,ham,v skint fanci bevieswaz gona go meet othr spoon jst bin watchng planet earthsofa v comfey dont make hav gd night 
4416,ham,say he quit least5tim day wudnt take much notic nah didnt mind gonna see want come taunton tonight u tell 
4417,ham,get free call 
4418,ham,littl darl far week need coffe run tomoc believ time week alreadi �� 
4419,ham,ok msg u b4 leav hous 
4420,ham,still west coast haiz ��ll take forev come back 
4421,ham,mmm fuck merri christma 
4422,ham,alright thank advic enjoy night ima tri get sleep 
4423,ham,updat face book statu frequent 
4424,ham,saw messageit k da 
4425,ham,someth u ate 
4426,ham,bank say money 
4427,ham,aiyar dun disturb u liao thk u lot 2 aft ur cupboard come 
4428,ham,hey r watch movi tonight ill prob b home earli 
4429,ham,yar lor u noe u use dat rout 
4430,ham,2mro come gym machan goodnight 
4431,ham,dont think need yellow card uk travel ask someon gone ltgt buck 
4432,ham,u look 4 da lib got stuff havent finish yet 
4433,ham,sound great im go sleep good night 
4434,spam,dont b floppi b snappi happi gay chat servic photo upload call 08718730666 10pmin 2 stop text call 08712460324 
4435,ham,housemaid murder coz man murder ltgt th januari public holiday govtinstituit closedinclud post officeunderstand 
4436,ham,come u got noth 
4437,ham,noth ever easi dont look reason take risk life love 
4438,ham,want grasp pretti booti 
4439,ham,ive got tea sure flavour 
4440,ham,im go 2 orchard lareadi reach soon u reach 
4441,ham,dear deni word pleas 
4442,ham,know old dom told yesterday name roger got touch last night want meet today 2 pm 
4443,ham,come back tampa ffffuuuuuuu 
4444,ham,2 celebr b��day els 
4445,ham,merri christma u anni 
4446,ham,pleas tell special stock talk 
4447,ham,sent like 
4448,spam,urgent ur award complimentari trip eurodisinc trav acoentry41 �1000 claim txt di 87121 186�150morefrmmob shracomorsglsuplt10 ls1 3aj 
4449,ham,awesom minut 
4450,ham,problem walk around julianaland oblivi go around say thing constantli go one ear go whatev want dont know im upsetit dont listen tell go upset want surpris im mad 
4451,ham,ive told everyth stop dont let get dehydr 
4452,ham,guess ltgt min 
4453,ham,im home ard wat time u reach 
4454,ham,storm msg wen u lift phne u say hello u knw wt real mean hello name girl ye u knw dat girl margaret hello girlfrnd f grahmbel invnt telphon moralon 4get name person 
4455,ham,want mapquest someth look usf dogwood drive 
4456,ham,aight plan come later tonight 
4457,ham,die accident delet e msg suppos 2 put e sim archiv haiz sad 
4458,spam,welcom ukmobiled msg free give free call 08719839835 futur mg bill 150p daili cancel send go stop 89123 
4459,ham,wish great day moji told offer alway speechless offer easili go great length behalf stun exam next friday keep touch sorri 
4460,ham,thank repli today ur visa come r u still buy gucci bag sister thing easi uncl john also bill realli need think make money later sha 
4461,ham,sorri flake last night shit serious goin roommat tonight 
4462,ham,said look pretti wif long hair wat thk he cut quit short 4 leh 
4463,ham,ranjith cal drpd deeraj deepak 5min hold 
4464,ham,cheer callin babesozi culdnt talkbut wannatel u detail later wenwecan chat properli x 
4465,ham,hey u still gym 
4466,ham,said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid caken wife 
4467,ham,much better thank lol 
4468,ham,noth smsing u n xy lor sorri lor da guy neva c u person sort know u lor u wan 2 meet xy ask 2 bring u along 4 next meet 
4469,ham,lemm know swing pick im free basic time 1 semest 
4470,ham,wa u effici gee thanx 
4471,spam,3 receiv mobil content enjoy 
4472,ham,abl sleep 
4473,spam,want explicit sex 30 sec ring 02073162414 cost 20pmin 
4474,ham,meet soon princess ttyl 
4475,ham,ill pick 515pm go taunton still want come 
4476,ham,oh 4 outsid player allow play know 
4477,ham,anyth lor 
4478,ham,erutupalam thandiyachu 
4479,ham,cant u tri new invent flyim joke 
4480,ham,noit ful song lyric 
4481,ham,u reckon need 2 arrang transport u cant thank 
4482,ham,true lov n care wil nevr go unrecogn though somon often make mistak valu definitli undrstnd start miss 
4483,ham,shop eh ger toke abt syd lehhaha 
4484,ham,stand 
4485,ham,good weekend 
4486,ham,miss call miss call khelat kintu opponent miss call dhort lage that rule one great phone receiv qualiti win 
4487,ham,call get chanc plz lt3 
4488,ham,new deu ex game comin earli next yr 
4489,ham,comput fri essenti part dont keep spare fuck idiot roommat looovvv leav thing run full ltgt 7 
4490,ham,friend she studi warwick weve plan go shop concert tmw may cancel havnt seen age yeah get togeth sometim 
4491,ham,probabl coupl hour top 
4492,ham,lol grin im babe thank think 
4493,ham,man bu slow think your gonna get 
4494,ham,hope text meet smile let text give reason smile beauti day 
4495,ham,case wake wonder forgot take care someth grandma today done parad 
4496,ham,ok 
4497,spam,latest nokia mobil ipod mp3 player �400 proze guarante repli win 83355 norcorp ltd�150mtmsgrcvd18 
4498,spam,sm servic inclus text credit pl goto wwwcomuknet login 3qxj9 unsubscrib stop extra charg help 08702840625comuk 220cm2 9ae 
4499,ham,nvm take ur time 
4500,ham,wat da decis 
4501,ham,wot u 2 bitch 
4502,ham,stupidit possibl 
4503,ham,told hr want post chennaibecaus im work 
4504,spam,mobil club choos top qualiti item mobil 7cfca1a 
4505,ham,guy leav 
4506,ham,neva grumbl sad lor hee buy tmr lor aft lunch still meetin 4 lunch tmr neva hear fr lei �� got lot work ar 
4507,ham,abl anyth 
4508,ham,�� takin linear algebra today 
4509,ham,weekend fine excus much decor 
4510,ham,sorri miss babe late slept hope enjoy drive lesson boytoy miss teas kiss 
4511,ham,project pa come 
4512,spam,money wine number 946 wot next 
4513,ham,sure whenev show fuck gt 
4514,ham,random saw old roomat campu graduat 
4515,spam,congrat 2 mobil 3g videophon r call 09061744553 videochat wid ur mate play java game dload polyh music nolin rentl bx420 ip4 5we 150pm 
4516,ham,men alway need beauti intellig care love adjust cooper wife law allow one wife 
4517,ham,suck got plan yo valentin yo valentin arent 
4518,ham,got part nottingham 3 hr 63mile good thing love man much 40mph hey ho 
4519,ham,think one say clearli ok leav need ask go come 
4520,ham,hi good mornin thanku wish u 
4521,ham,u want 2 meet 2morro 
4522,ham,actual decid hungri havent left yet v 
4523,ham,ive sent � part 
4524,ham,co shop wif darren ju n call 2 ask wat present wan lor start guess wif n final guess darren lor 
4525,spam,want cock hubbi away need real man 2 satisfi txt wife 89938 string action txt stop 2 end txt rec �150ea otbox 731 la1 7w 
4526,ham,understand loss gain work school 
4527,ham,u miss u havent 2 much bit bore holiday want 2 go bak 2 colleg sad isnt itxx 
4528,ham,hiya probabl come home weekend next 
4529,ham,dont forget though love walk besid watch keep heart warm 
4530,ham,wish thing differ wonder abl show much valu pl continu brisk walk drug without askin pleas find thing laugh love dearli 
4531,ham,ok day make dinner tonit invit 
4532,spam,gr8 new servic live sex video chat mob see sexiest dirtiest girl live ur phone 4 detail text horni 89070 cancel send stop 89070 
4533,ham,money 4 steve mate 
4534,ham,im late tellmiss im way 
4535,ham,never blame day ur life good day give u happi bad day give u experi essenti life god bless good morn 
4536,ham,normal use drink water daili 
4537,ham,dare ask luck sort car 
4538,ham,parti place usf charg contribut way greatli appreci yeah got room one 
4539,ham,urgh coach hot smell chip fat thank especi duvet predict text word 
4540,ham,hiya last night ive naughti bought cloth littl readi shop tho kind time wanna meet 
4541,spam,freemsg hi babi wow got new cam mobi wanna c hot pic fanci chatim w8in 4utxt rpli chat 82242 hlp 08712317606 msg150p 2rcv 
4542,ham,ive tri reach without success 
4543,ham,derek done class 
4544,ham,never lei v lazi got wat dat day � send da url cant work one 
4545,ham,never tri alon take weight tear come ur heart fall ur eye alway rememb stupid friend share bslvyl 
4546,ham,hey mate spoke mag peopl we���r deliv end month deliv 24th sept talk later 
4547,ham,hope good week check 
4548,ham,haha friend tyler liter ask could get dubsack 
4549,ham,hey u fanci meetin 4 cha �� hav lil beverag txt ring meet l8r quit tire got 3 vpist love pete x x x 
4550,ham,great safe trip dont panic surrend 
4551,ham,symptom u love 1u like listen song 2u get stop u see name belov 3u wont get angri 
4552,ham,sun ah thk mayb dun anythin thk book e lesson e pilat orchard mrt u noe hor 
4553,ham,tri someth dear read someth exam 
4554,ham,7 wonder world 7th 6th ur style 5th ur smile 4th ur person 3rd ur natur 2nd ur sm 1st ur love friendship good morn dear 
4555,ham,gettin rdi ship comp 
4556,ham,hospit da return home even 
4557,ham,piss talk someon realis u point itnow read backward 
4558,ham,think da wil 
4559,ham,im awak oh what 
4560,ham,good afternoon boytoy goe walk day get polic abstract still wake miss babe 
4561,ham,much u tri get 
4562,ham,come around ltdecimalgt pm vikkyim otsid nw il come tht time 
4563,ham,tell address 
4564,ham,honeybe said im sweetest world god laugh amp said waitu havnt met person read msg moral even god crack joke gmgngegn 
4565,ham,buy blackberri bold 2 torch buy new use let know plu say buy ltgt g wifi ipad say ltgt g 
4566,ham,togeth thinkin 
4567,ham,hiya how go sunni africa hope u r avin good time give big old silver back big kiss 
4568,ham,time come tomorrow 
4569,spam,wanna laugh tri chitchat mobil logon txting word chat send 8883 cm po box 4217 london w1a 6zf 16 118pmsg rcvd 
4570,ham,cha quiteamuz that��scool babe 
4571,ham,omg u know ate 
4572,spam,urgent 2nd attempt contact uu �1000call 09071512432 b4 300603tcsbcm4235wc1n3xxcallcost150ppmmobilesvari max�7 50 
4573,ham,
4574,ham,directli behind abt 4 row behind � 
4575,spam,congratul ur award 500 cd voucher 125gift guarante free entri 2 100 wkli draw txt music 87066 
4576,spam,contract mobil 11 mnth latest motorola nokia etc free doubl min text orang tariff text ye callback remov record 
4577,spam,urgent call 09066350750 landlin complimentari 4 ibiza holiday 10000 cash await collect sae tc po box 434 sk3 8wp 150 ppm 18 
4578,ham,plan yet 
4579,ham,hi engag fixd ltgt th next month know realli shock bthmm njan vilikkamt ws al sudn 
4580,ham,cours math one day one chapter one month finish 
4581,ham,wow didnt think common take back ur freak unless u chop 
4582,spam,ur chanc win �250 wkli shop spree txt shop 80878 tsc wwwtxt2shopcom custcar 08715705022 1x150pwk 
4583,ham,noooooooo pleas last thing need stress life fair 
4584,spam,u secret admir look 2 make contact ufind rreveal think ur specialcal 09065171142stopsms08718727870150ppm 
4585,spam,mila age23 blond new uk look sex uk guy u like fun text mtalk 6986618 30pptxt 1st 5free �150 increment help08718728876 
4586,ham,ill see swing bit got thing take care firsg 
4587,ham,want wish happi new year want talk legal advic gari split person ill make trip ptbo hope everyth good babe love ya 
4588,ham,finish work yet someth 
4589,ham,tomorrow go theatr come wherev u call tell come tomorrow 
4590,spam,well done england get offici poli rington colour flag yer mobil text tone flag 84199 optout txt eng stop box39822 w111wx �150 
4591,ham,right wasnt phone someon number like 
4592,ham,ok wun b angri msg u aft come home tonight 
4593,ham,good time nice someth bit differ weekend chang see ya soon 
4594,ham,yo sorri shower sup 
4595,ham,carlo pick ill swing usf littl bit 
4596,ham,full heat pa appli oil pa 
4597,ham,im stuck da middl da row da right hand side da lt 
4598,ham,laid airtel line rest 
4599,ham,hi u decid wot 2 get 4 bday ill prob ju get voucher frm virgin sumf 
4600,spam,freemsg txt call 86888 claim reward 3 hour talk time use phone subscribe6gbpmnth inc 3hr 16 stoptxtstop 
4601,ham,hey j r u feel better 
4602,ham,dont plan stay night prolli wont back til late 
4603,ham,thanx 4 puttin da fone 
4604,ham,need 8th im campu atm could pick hour two 
4605,ham,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scare hiphop open cant catch 
4606,ham,run manag 5 minut need oxygen might resort roller option 
4607,ham,live next ltgt min 
4608,ham,de ask like 
4609,ham,glad talk 
4610,ham,wat time � finish 
4611,ham,sorri da gone mad mani pend work 
4612,ham,much got clean 
4613,ham,how favourit person today r u workin hard couldnt sleep last nite nearli rang u 430 
4614,spam,sunshin quiz win super soni dvd record cannam capit australia text mquiz 82277 b 
4615,ham,�� call dad oredi 
4616,ham,good think could send pix would love see top bottom 
4617,ham,nvm im go wear sport shoe anyway im go late leh 
4618,ham,sorri ill call later meet 
4619,ham,long fuckin showr 
4620,ham,receiv understood n act upon 
4621,ham,final came fix ceil 
4622,ham,u need presnt alway bcz u cant mi love jeevithathil irulina neekunna prakasamanu sneham prakasam ennal prabha mn prabha islov got dont mi 
4623,ham,ju finish blow hair u finish dinner alreadi 
4624,ham,im bu love 
4625,ham,lol knew saw dollar store 
4626,spam,pleas call custom servic repres 0800 169 6031 10am9pm guarante �1000 cash �5000 prize 
4627,spam,today voda number end 7634 select receiv �350 reward match pleas call 08712300220 quot claim code 7684 standard rate appli 
4628,ham,saturday sunday holiday difficult 
4629,ham,everybodi fun even miss 
4630,ham,got hella ga money want go grand natur adventur galileo littl bit 
4631,ham,im meet call later 
4632,ham,oh wow that gay firmwar updat help 
4633,ham,wont move morphin 
4634,ham,come din c � yup cut hair 
4635,ham,k k pa lunch aha 
4636,ham,oh ho first time u use type word 
4637,ham,captain vijaykanth comedi captain tvhe drunken 
4638,ham,cours guess god got hold right 
4639,ham,hide anythi keep distanc 
4640,ham,havent 
4641,spam,rip get mobil content wwwclubmobycom call 08717509990 polytruepixringtonesgam six download 3 
4642,ham,sorri din lock keypad 
4643,ham,u got person stori 
4644,ham,plan come chennai 
4645,spam,tri contact repli offer video phone 750 anytim network min half price line rental camcord repli call 08000930705 
4646,ham,god creat gap btwn ur finger dat sum1 vri special fill gap hold ur hand plz dont ask creat much gap leg 
4647,ham,okay go sleep later 
4648,ham,pleas protect ethreat sib never ask sensit inform like passwordsatmsm pin thru email never share password anybodi 
4649,ham,final happen aftr decad beer cheaper petrol gover expect us drink dont drive 
4650,spam,�400 xma reward wait comput randomli pick loyal mobil custom receiv �400 reward call 09066380611 
4651,ham,r e meet tmr 
4652,ham,lol ye add spice day 
4653,ham,hope great day 
4654,ham,prasanth ettan mother pass away last night pray famili 
4655,ham,k ill work someth 
4656,spam,privat 2003 account statement show 800 unredeem point call 08718738002 identifi code 48922 expir 211104 
4657,ham,messag great doctor india 1 drink appi fizz contain cancer caus age 
4658,ham,cant pick phone right pl send messag 
4659,ham,call tell infront call 
4660,ham,ok prob 
4661,ham,ladi first genu second k 
4662,ham,ye pleas swim 
4663,ham,mum go robinson alreadi 
4664,ham,ok set let u noe e detail later 
4665,ham,nottel softwar name 
4666,ham,send print out da 
4667,ham,im reali soz imat mum 2nite 2moro 
4668,ham,born god said oh anoth idiot born 
4669,ham,didnt get ur full msgsometext miss send 
4670,ham,probabl im almost ga get cash tomorrow 
4671,spam,custom servic announc recent tri make deliveri unabl pleas call 07099833605 reschedul ref9280114 
4672,ham,forgot 2 ask � smth there card da present lei �� want 2 write smth sign 
4673,ham,im leav hous 
4674,spam,hi babe chloe r u smash saturday night great weekend u miss sp visionsmscom text stop stop 150ptext 
4675,ham,�� readi call 
4676,ham,wewa 130 iriv 255 128 mb 
4677,ham,good thing im get connect bw 
4678,ham,sri dajst nw came home 
4679,ham,that cool hell night lemm know your around 
4680,ham,stay town 
4681,ham,haha yeah 2 oz kind shitload 
4682,ham,ok u take shop u get paid 
4683,ham,life mean lot love life love peopl life world call friend call world ge 
4684,ham,alright well bring see like ltgt min 
4685,ham,pl dont play other life 
4686,ham,eatin lunch 
4687,ham,hmmmbut give one day 
4688,ham,didnt tri g decid head 
4689,ham,ok prob 
4690,ham,surli ill give come review 
4691,ham,march end readi call sure problem capit never complet far how work ladi 
